subjid,community,age_group,ageinyears,trialtype,voiceover,trialnr,targetposition,targetcentralityx,clickdistfromtargetcenterx
z20230001,chimfunshi,5,5.242984257357974,touch,TRUE,1,9,613.5396410672047,18.460358932795316
z20230001,chimfunshi,5,5.242984257357974,fam,TRUE,2,10,871.5902001618472,-148.92357418528468
z20230001,chimfunshi,5,5.242984257357974,fam,FALSE,3,1,789.4462402435693,-73.22042387996589
z20230001,chimfunshi,5,5.242984257357974,test,TRUE,4,10,871.5902001618472,-224.92357418528468
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,5,9,613.5396410672047,-106.87301509064218
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,6,3,430.28676194155514,-155.04658156430423
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,7,1,789.4462402435693,230.77958374942864
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,8,5,145.39600718909116,205.39600718909116
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,9,8,490.228604798011,-147.56197882144852
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,10,7,321.0917823979123,-7.758408374474811
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,11,6,148.5774378747726,-164.5774378747726
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,12,4,306.84509699216426,158.84509699216426
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,13,2,591.1889429448056,409.8556299565244
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,14,8,490.228604798011,57.77139520198898
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,15,10,871.5902001618472,-444.9235741852847
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,16,1,789.4462402435693,477.44624024356926
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,17,4,306.84509699216426,-30.488215996116992
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,18,7,321.0917823979123,133.5748435786502
z20230001,chimfunshi,5,5.242984257357974,test,FALSE,19,6,148.5774378747726,-171.24412488649136
z20230002,chimfunshi,7,7.630390143737166,touch,TRUE,1,9,571.0100342820922,-16.343408305529692
z20230002,chimfunshi,7,7.630390143737166,fam,TRUE,2,1,753.5291147890739,25.5291147890739
z20230002,chimfunshi,7,7.630390143737166,fam,FALSE,3,10,784.9045967143747,-35.57122269093725
z20230002,chimfunshi,7,7.630390143737166,test,TRUE,4,3,458.1933798664677,558.1933798664677
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,5,8,456.3721017971909,-425.70541478547216
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,6,5,148.9346549879856,154.26796797626685
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,7,2,629.4496661898431,660.1163532015619
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,8,1,753.5291147890739,774.8624277773552
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,9,7,337.21993466577464,-315.8866216774934
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,10,9,571.0100342820922,-533.6767212938109
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,11,6,50.995540708549356,-32.328853696830606
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,12,10,784.9045967143747,-730.237909702656
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,13,4,334.50522106132166,421.17184703788416
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,14,6,50.995540708549356,-8.328853696830606
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,15,4,334.50522106132166,371.8385340496029
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,16,3,458.1933798664677,464.86006687818644
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,17,5,148.9346549879856,187.60134199970435
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,18,1,753.5291147890739,718.8624277773552
z20230002,chimfunshi,7,7.630390143737166,test,FALSE,19,8,456.3721017971909,-392.3721017971909
z20230003,chimfunshi,6,6.381930184804928,touch,TRUE,1,9,535.6693122882136,37.66406173522387
z20230003,chimfunshi,6,6.381930184804928,fam,TRUE,2,10,800.3988371878008,-29.732211211238337
z20230003,chimfunshi,6,6.381930184804928,fam,FALSE,3,1,730.9075745220575,100.24091802791688
z20230003,chimfunshi,6,6.381930184804928,test,TRUE,4,9,535.6693122882136,-537.0026252764949
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,5,7,188.36489709574175,-119.03152307230425
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,6,2,657.5107216050001,660.1774086167188
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,7,4,290.87171308795587,302.87171308795587
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,8,1,730.9075745220575,705.5742615337763
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,9,8,494.09223033305875,-487.42554332134
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,10,3,524.3322629423974,518.9989499541161
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,11,6,47.896019497697694,-31.896019497697694
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,12,10,800.3988371878008,-795.0655241995196
z20230003,chimfunshi,6,6.381930184804928,test,FALSE,13,5,0.012784966466142578,5.346097954747393
